continent,country,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,people_fully_vaccinated,population
North America,Canada,2022-01-07,2480993.0,44525.0,30731.0,83.0,793.0,29504056.0,38067913.0
North America,Canada,2022-01-08,2507028.0,26035.0,30752.0,21.0,858.0,29517260.0,38067913.0
North America,Canada,2022-01-09,2532885.0,25857.0,30812.0,60.0,896.0,29528397.0,38067913.0
North America,Canada,2022-01-10,2598598.0,65713.0,30924.0,112.0,917.0,29551323.0,38067913.0
North America,Canada,2022-01-11,2627864.0,29266.0,31017.0,93.0,980.0,29570238.0,38067913.0
North America,Canada,2022-01-12,2663633.0,35769.0,31147.0,130.0,1022.0,29590157.0,38067913.0
North America,Canada,2022-01-13,2695122.0,31489.0,31259.0,112.0,1027.0,29612110.0,38067913.0
North America,Canada,2022-01-14,2735428.0,40306.0,31402.0,143.0,1053.0,29635733.0,38067913.0
North America,Canada,2022-01-15,2750742.0,15314.0,31521.0,119.0,1086.0,29655803.0,38067913.0
North America,Canada,2022-01-16,2765668.0,14926.0,31574.0,53.0,1118.0,29671835.0,38067913.0
North America,Canada,2022-01-17,2815312.0,49644.0,31750.0,176.0,1147.0,29691756.0,38067913.0
North America,Canada,2022-01-18,2829144.0,13832.0,31863.0,113.0,1185.0,29701817.0,38067913.0
North America,Canada,2022-01-19,2845993.0,16849.0,31982.0,119.0,1195.0,29715902.0,38067913.0
North America,Canada,2022-01-20,2861768.0,15775.0,32118.0,136.0,1203.0,29731011.0,38067913.0
North America,Canada,2022-01-21,2877590.0,15822.0,32217.0,99.0,1196.0,29754227.0,38067913.0
North America,Canada,2022-01-22,2885629.0,8039.0,32294.0,77.0,1219.0,29770485.0,38067913.0
